@relation InstanceResultListener

@attribute Key_Dataset {german_credit}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes,weka.classifiers.lazy.IBk,weka.classifiers.rules.DecisionTable,weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"','-C 0.25 -M 2'}
@attribute Key_Scheme_version_ID {5995231201785697655,-3080186098777067172,2888557078165701326,-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 85\nSize of the tree: 127\n','Number of leaves: 40\nSize of the tree: 60\n','Number of leaves: 84\nSize of the tree: 125\n','Number of leaves: 81\nSize of the tree: 111\n','Number of leaves: 67\nSize of the tree: 94\n','Number of leaves: 81\nSize of the tree: 118\n','Number of leaves: 114\nSize of the tree: 152\n','Number of leaves: 92\nSize of the tree: 127\n','Number of leaves: 66\nSize of the tree: 96\n','Number of leaves: 121\nSize of the tree: 164\n','Number of leaves: 96\nSize of the tree: 133\n','Number of leaves: 94\nSize of the tree: 130\n','Number of leaves: 109\nSize of the tree: 149\n','Number of leaves: 116\nSize of the tree: 165\n','Number of leaves: 98\nSize of the tree: 134\n','Number of leaves: 79\nSize of the tree: 113\n','Number of leaves: 91\nSize of the tree: 123\n','Number of leaves: 74\nSize of the tree: 103\n','Number of leaves: 82\nSize of the tree: 115\n','Number of leaves: 100\nSize of the tree: 143\n','Number of leaves: 86\nSize of the tree: 119\n','Number of leaves: 77\nSize of the tree: 115\n','Number of leaves: 88\nSize of the tree: 125\n','Number of leaves: 68\nSize of the tree: 100\n','Number of leaves: 93\nSize of the tree: 135\n','Number of leaves: 88\nSize of the tree: 126\n','Number of leaves: 105\nSize of the tree: 141\n','Number of leaves: 96\nSize of the tree: 138\n','Number of leaves: 90\nSize of the tree: 132\n','Number of leaves: 101\nSize of the tree: 139\n','Number of leaves: 78\nSize of the tree: 111\n','Number of leaves: 87\nSize of the tree: 122\n','Number of leaves: 102\nSize of the tree: 146\n','Number of leaves: 76\nSize of the tree: 113\n','Number of leaves: 82\nSize of the tree: 114\n','Number of leaves: 135\nSize of the tree: 185\n','Number of leaves: 120\nSize of the tree: 165\n','Number of leaves: 91\nSize of the tree: 126\n','Number of leaves: 77\nSize of the tree: 106\n','Number of leaves: 105\nSize of the tree: 146\n','Number of leaves: 93\nSize of the tree: 133\n','Number of leaves: 95\nSize of the tree: 129\n','Number of leaves: 95\nSize of the tree: 135\n','Number of leaves: 100\nSize of the tree: 141\n','Number of leaves: 69\nSize of the tree: 100\n','Number of leaves: 80\nSize of the tree: 110\n','Number of leaves: 58\nSize of the tree: 80\n','Number of leaves: 113\nSize of the tree: 157\n','Number of leaves: 89\nSize of the tree: 123\n','Number of leaves: 91\nSize of the tree: 131\n','Number of leaves: 116\nSize of the tree: 160\n','Number of leaves: 95\nSize of the tree: 136\n','Number of leaves: 105\nSize of the tree: 150\n','Number of leaves: 71\nSize of the tree: 105\n','Number of leaves: 88\nSize of the tree: 117\n','Number of leaves: 102\nSize of the tree: 141\n','Number of leaves: 110\nSize of the tree: 154\n','Number of leaves: 79\nSize of the tree: 115\n','Number of leaves: 65\nSize of the tree: 94\n','Number of leaves: 80\nSize of the tree: 112\n','Number of leaves: 99\nSize of the tree: 134\n','Number of leaves: 85\nSize of the tree: 122\n','Number of leaves: 84\nSize of the tree: 121\n','Number of leaves: 92\nSize of the tree: 126\n','Number of leaves: 113\nSize of the tree: 162\n','Number of leaves: 64\nSize of the tree: 90\n','Number of leaves: 77\nSize of the tree: 112\n','Number of leaves: 87\nSize of the tree: 128\n','Number of leaves: 93\nSize of the tree: 131\n','Number of leaves: 83\nSize of the tree: 118\n','Number of leaves: 71\nSize of the tree: 104\n','Number of leaves: 92\nSize of the tree: 133\n','Number of leaves: 105\nSize of the tree: 145\n','Number of leaves: 109\nSize of the tree: 151\n','Number of leaves: 84\nSize of the tree: 113\n','Number of leaves: 79\nSize of the tree: 114\n','Number of leaves: 88\nSize of the tree: 129\n','Number of leaves: 61\nSize of the tree: 88\n','Number of leaves: 73\nSize of the tree: 110\n','Number of leaves: 96\nSize of the tree: 131\n','Number of leaves: 118\nSize of the tree: 172\n','Number of leaves: 97\nSize of the tree: 138\n','Number of leaves: 84\nSize of the tree: 115\n','Number of leaves: 116\nSize of the tree: 158\n','Number of leaves: 82\nSize of the tree: 119\n','Number of leaves: 98\nSize of the tree: 132\n','Number of leaves: 120\nSize of the tree: 166\n','Number of leaves: 88\nSize of the tree: 122\n','Number of leaves: 99\nSize of the tree: 136\n','Number of leaves: 95\nSize of the tree: 130\n','Number of leaves: 94\nSize of the tree: 128\n','Number of leaves: 84\nSize of the tree: 118\n','Number of leaves: 95\nSize of the tree: 134\n','Number of leaves: 75\nSize of the tree: 110\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data
german_credit,10,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190117.1637,900,100,74,26,0,74,26,0,0.380952,0.304008,0.427291,72.352366,93.242528,88.129157,93.733126,-5.603969,0.881292,0.937331,-0.05604,23.034871,0.230349,26.137628,0.814286,57,0.433333,13,0.566667,17,0.185714,13,0.814286,0.814286,0.814286,0.380952,0.752857,0.841444,0.74,0.359048,0.640952,0.26,0.74,0.74,0.74,0.380952,0.752857,0.758156,0.690476,0.74,0.001,0,0,0,0,0,8269,181623,24023,95,85,?,?,?,?
german_credit,10,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190117.1637,900,100,74,26,0,74,26,0,0.269663,0.272461,0.410027,64.844287,89.475181,88.129157,84.594945,3.534212,0.881292,0.845949,0.035342,29.357575,0.293576,33.311989,0.928571,65,0.7,21,0.3,9,0.071429,5,0.755814,0.928571,0.833333,0.301869,0.810952,0.906306,0.74,0.511429,0.488571,0.26,0.721927,0.74,0.706061,0.301869,0.810952,0.823189,0.621212,0.74,0.001,0.001,0,0.015625,0,15.625,8269,181623,24023,94,80,?,?,?,?
german_credit,1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,71,29,0,71,29,0,0.289216,0.290466,0.53792,69.129288,117.383771,88.129157,284.806148,-196.676991,0.881292,2.848061,-1.96677,22.802605,0.228026,25.874076,0.814286,57,0.533333,16,0.466667,14,0.185714,13,0.780822,0.814286,0.797203,0.290001,0.640476,0.765812,0.71,0.429048,0.570952,0.29,0.702131,0.71,0.70541,0.290001,0.640476,0.656661,0.644215,0.71,0,0.07,0,0.078125,0,78.125,183804,181623,24023,71,50,?,?,?,?
german_credit,1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,71,29,0,71,29,0,0.275,0.290466,0.53792,69.129288,117.383771,88.129157,284.806148,-196.676991,0.881292,2.848061,-1.96677,22.802605,0.228026,25.874076,0.828571,58,0.566667,17,0.433333,13,0.171429,12,0.773333,0.828571,0.8,0.277174,0.630952,0.760762,0.71,0.448095,0.551905,0.29,0.697333,0.71,0.701818,0.277174,0.630952,0.651133,0.636364,0.71,0.001,0.015,0,0.015625,0,15.625,183804,181623,24023,71,50,?,?,?,?
german_credit,1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,75,25,0,75,25,0,0.387255,0.250554,0.499447,59.630607,108.988132,88.129157,245.544615,-157.415458,0.881292,2.455446,-1.574155,31.791091,0.317911,36.073295,0.842857,59,0.466667,14,0.533333,16,0.157143,11,0.808219,0.842857,0.825175,0.388306,0.688095,0.791213,0.75,0.37381,0.62619,0.25,0.743531,0.75,0.746043,0.388306,0.688095,0.690664,0.693289,0.75,0,0.016,0,0.015625,0,15.625,183804,181623,24023,75,50,?,?,?,?
german_credit,1,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,73,27,0,73,27,0,0.363208,0.27051,0.51904,64.379947,113.263769,88.129157,265.175382,-177.046224,0.881292,2.651754,-1.770462,27.296848,0.272968,30.973686,0.8,56,0.433333,13,0.566667,17,0.2,14,0.811594,0.8,0.805755,0.363309,0.683333,0.789275,0.73,0.363333,0.636667,0.27,0.732632,0.73,0.731242,0.363309,0.683333,0.684719,0.681566,0.73,0,0.017,0,0.015625,0,15.625,183804,181623,24023,73,50,?,?,?,?
german_credit,1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,65,35,0,65,35,0,0.142157,0.350333,0.590953,83.377309,128.956406,88.129157,343.698448,-255.569291,0.881292,3.436984,-2.555693,9.319877,0.093199,10.575248,0.771429,54,0.633333,19,0.366667,11,0.228571,16,0.739726,0.771429,0.755245,0.142543,0.569048,0.730646,0.65,0.511905,0.488095,0.35,0.64003,0.65,0.644461,0.142543,0.569048,0.613267,0.570605,0.65,0,0.017,0,0.015625,0,15.625,183804,181623,24023,65,50,?,?,?,?
german_credit,1,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,73,27,0,73,27,0,0.363208,0.27051,0.51904,64.379947,113.263769,88.129157,265.175382,-177.046224,0.881292,2.651754,-1.770462,27.296848,0.272968,30.973686,0.8,56,0.433333,13,0.566667,17,0.2,14,0.811594,0.8,0.805755,0.363309,0.683333,0.789275,0.73,0.363333,0.636667,0.27,0.732632,0.73,0.731242,0.363309,0.683333,0.684719,0.681566,0.73,0.001,0.013,0,0,0,0,183804,181623,24023,73,50,?,?,?,?
german_credit,1,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,70,30,0,70,30,0,0.311927,0.300443,0.547116,71.503958,119.390468,88.129157,294.621532,-206.492374,0.881292,2.946215,-2.064924,20.555484,0.205555,23.324272,0.757143,53,0.433333,13,0.566667,17,0.242857,17,0.80303,0.757143,0.779412,0.313248,0.661905,0.778009,0.7,0.37619,0.62381,0.3,0.712121,0.7,0.704963,0.313248,0.661905,0.668606,0.655331,0.7,0.004,0.015,0,0.015625,0,15.625,183804,181623,24023,70,50,?,?,?,?
german_credit,1,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,76,24,0,76,24,0,0.428571,0.240576,0.489356,57.255937,106.786136,88.129157,235.729232,-147.600074,0.881292,2.357292,-1.476001,34.038212,0.340382,38.623099,0.828571,58,0.4,12,0.6,18,0.171429,12,0.828571,0.828571,0.828571,0.428571,0.714286,0.806531,0.76,0.331429,0.668571,0.24,0.76,0.76,0.76,0.428571,0.714286,0.708571,0.714286,0.76,0,0.011,0,0.015625,0,15.625,183804,181623,24023,76,50,?,?,?,?
german_credit,1,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,72,28,0,72,28,0,0.333333,0.280488,0.528564,66.754617,115.342167,88.129157,274.990765,-186.861608,0.881292,2.749908,-1.868616,25.049727,0.250497,28.423881,0.8,56,0.466667,14,0.533333,16,0.2,14,0.8,0.8,0.8,0.333333,0.666667,0.78,0.72,0.386667,0.613333,0.28,0.72,0.72,0.72,0.333333,0.666667,0.673333,0.666667,0.72,0,0.011,0,0.015625,0,15.625,183804,181623,24023,72,50,?,?,?,?
german_credit,1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,74,26,0,74,26,0,0.343434,0.260532,0.509338,62.005277,111.146512,88.129157,255.359998,-167.230841,0.881292,2.5536,-1.672308,29.543969,0.29544,33.52349,0.857143,60,0.533333,16,0.466667,14,0.142857,10,0.789474,0.857143,0.821918,0.347446,0.661905,0.776692,0.74,0.41619,0.58381,0.26,0.727632,0.74,0.730898,0.347446,0.661905,0.673351,0.670218,0.74,0,0.01,0,0.015625,0,15.625,183804,181623,24023,74,50,?,?,?,?
german_credit,2,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,78,22,0,78,22,0,0.466019,0.220621,0.468523,52.506596,102.239965,88.129157,216.098465,-127.969308,0.881292,2.160985,-1.279693,38.532455,0.385325,43.722709,0.857143,60,0.4,12,0.6,18,0.142857,10,0.833333,0.857143,0.84507,0.466569,0.728571,0.814286,0.78,0.322857,0.677143,0.22,0.77619,0.78,0.777756,0.466569,0.728571,0.721714,0.73288,0.78,0,0.012,0,0.015625,0,15.625,183804,181623,24023,78,50,?,?,?,?
german_credit,2,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,72,28,0,72,28,0,0.320388,0.280488,0.528564,66.754617,115.342167,88.129157,274.990765,-186.861608,0.881292,2.749908,-1.868616,25.049727,0.250497,28.423881,0.814286,57,0.5,15,0.5,15,0.185714,13,0.791667,0.814286,0.802817,0.320767,0.657143,0.774643,0.72,0.405714,0.594286,0.28,0.714881,0.72,0.717144,0.320767,0.657143,0.667607,0.660029,0.72,0.001,0.011,0,0.015625,0,15.625,183804,181623,24023,72,50,?,?,?,?
german_credit,2,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,76,24,0,76,24,0,0.439252,0.240576,0.489356,57.255937,106.786136,88.129157,235.729232,-147.600074,0.881292,2.357292,-1.476001,34.038212,0.340382,38.623099,0.814286,57,0.366667,11,0.633333,19,0.185714,13,0.838235,0.814286,0.826087,0.439733,0.72381,0.812563,0.76,0.312381,0.687619,0.24,0.76489,0.76,0.762132,0.439733,0.72381,0.714607,0.719495,0.76,0.001,0.013,0,0.015625,0,15.625,183804,181623,24023,76,50,?,?,?,?
german_credit,2,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,71,29,0,71,29,0,0.302885,0.290466,0.53792,69.129288,117.383771,88.129157,284.806148,-196.676991,0.881292,2.848061,-1.96677,22.802605,0.228026,25.874076,0.8,56,0.5,15,0.5,15,0.2,14,0.788732,0.8,0.794326,0.302972,0.65,0.770986,0.71,0.41,0.59,0.29,0.707285,0.71,0.708571,0.302972,0.65,0.662276,0.6514,0.71,0,0.011,0,0.015625,0,15.625,183804,181623,24023,71,50,?,?,?,?
german_credit,2,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,69,31,0,69,31,0,0.268868,0.310421,0.55616,73.878628,121.36399,88.129157,304.436915,-216.307757,0.881292,3.044369,-2.163078,18.308363,0.183084,20.774467,0.771429,54,0.5,15,0.5,15,0.228571,16,0.782609,0.771429,0.776978,0.268943,0.635714,0.763727,0.69,0.418571,0.581429,0.31,0.692987,0.69,0.691426,0.268943,0.635714,0.652189,0.634391,0.69,0.001,0.01,0,0.015625,0,15.625,183804,181623,24023,69,50,?,?,?,?
german_credit,2,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,69,31,0,69,31,0,0.308036,0.310421,0.55616,73.878628,121.36399,88.129157,304.436915,-216.307757,0.881292,3.044369,-2.163078,18.308363,0.183084,20.774467,0.728571,51,0.4,12,0.6,18,0.271429,19,0.809524,0.728571,0.766917,0.311866,0.664286,0.779796,0.69,0.361429,0.638571,0.31,0.712613,0.69,0.698036,0.311866,0.664286,0.669425,0.652115,0.69,0,0.01,0,0.015625,0,15.625,183804,181623,24023,69,50,?,?,?,?
german_credit,2,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,63,37,0,63,37,0,0.056122,0.370288,0.607603,88.126649,132.589679,88.129157,363.329215,-275.200057,0.881292,3.633292,-2.752001,4.825635,0.048256,5.475639,0.785714,55,0.733333,22,0.266667,8,0.214286,15,0.714286,0.785714,0.748299,0.057039,0.52619,0.711224,0.63,0.577619,0.422381,0.37,0.604348,0.63,0.614376,0.057039,0.52619,0.591683,0.525093,0.63,0,0.012,0,0.015625,0,15.625,183804,181623,24023,63,50,?,?,?,?
german_credit,2,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,75,25,0,75,25,0,0.362245,0.250554,0.499447,59.630607,108.988132,88.129157,245.544615,-157.415458,0.881292,2.455446,-1.574155,31.791091,0.317911,36.073295,0.871429,61,0.533333,16,0.466667,14,0.128571,9,0.792208,0.871429,0.829932,0.368162,0.669048,0.780353,0.75,0.411905,0.588095,0.25,0.737154,0.75,0.739443,0.368162,0.669048,0.679464,0.679117,0.75,0,0.01,0,0.015625,0,15.625,183804,181623,24023,75,50,?,?,?,?
german_credit,2,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,70,30,0,70,30,0,0.271845,0.300443,0.547116,71.503958,119.390468,88.129157,294.621532,-206.492374,0.881292,2.946215,-2.064924,20.555484,0.205555,23.324272,0.8,56,0.533333,16,0.466667,14,0.2,14,0.777778,0.8,0.788732,0.272166,0.633333,0.762222,0.7,0.433333,0.566667,0.3,0.694444,0.7,0.69694,0.272166,0.633333,0.651556,0.635746,0.7,0,0.012,0,0.015625,0,15.625,183804,181623,24023,70,50,?,?,?,?
german_credit,2,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,79,21,0,79,21,0,0.485294,0.210643,0.457751,50.131926,99.88932,88.129157,206.283082,-118.153925,0.881292,2.062831,-1.181539,40.779576,0.407796,46.272513,0.871429,61,0.4,12,0.6,18,0.128571,9,0.835616,0.871429,0.853147,0.486611,0.735714,0.81818,0.79,0.318571,0.681429,0.21,0.784932,0.79,0.786676,0.486611,0.735714,0.728726,0.742363,0.79,0,0.01,0,0,0,0,183804,181623,24023,79,50,?,?,?,?
german_credit,3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,65,35,0,65,35,0,0.189815,0.350333,0.590953,83.377309,128.956406,88.129157,343.698448,-255.569291,0.881292,3.436984,-2.555693,9.319877,0.093199,10.575248,0.728571,51,0.533333,16,0.466667,14,0.271429,19,0.761194,0.728571,0.744526,0.190274,0.597619,0.744584,0.65,0.454762,0.545238,0.35,0.660109,0.65,0.654501,0.190274,0.597619,0.628603,0.594485,0.65,0,0.01,0,0,0,0,183804,181623,24023,65,50,?,?,?,?
german_credit,3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,70,30,0,70,30,0,0.285714,0.300443,0.547116,71.503958,119.390468,88.129157,294.621532,-206.492374,0.881292,2.946215,-2.064924,20.555484,0.205555,23.324272,0.785714,55,0.5,15,0.5,15,0.214286,15,0.785714,0.785714,0.785714,0.285714,0.642857,0.767347,0.7,0.414286,0.585714,0.3,0.7,0.7,0.7,0.285714,0.642857,0.657143,0.642857,0.7,0.001,0.01,0.015625,0,15.625,0,183804,181623,24023,70,50,?,?,?,?
german_credit,3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,71,29,0,71,29,0,0.289216,0.290466,0.53792,69.129288,117.383771,88.129157,284.806148,-196.676991,0.881292,2.848061,-1.96677,22.802605,0.228026,25.874076,0.814286,57,0.533333,16,0.466667,14,0.185714,13,0.780822,0.814286,0.797203,0.290001,0.640476,0.765812,0.71,0.429048,0.570952,0.29,0.702131,0.71,0.70541,0.290001,0.640476,0.656661,0.644215,0.71,0.001,0.01,0,0.015625,0,15.625,183804,181623,24023,71,50,?,?,?,?
german_credit,3,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,74,26,0,74,26,0,0.380952,0.260532,0.509338,62.005277,111.146512,88.129157,255.359998,-167.230841,0.881292,2.5536,-1.672308,29.543969,0.29544,33.52349,0.814286,57,0.433333,13,0.566667,17,0.185714,13,0.814286,0.814286,0.814286,0.380952,0.690476,0.793061,0.74,0.359048,0.640952,0.26,0.74,0.74,0.74,0.380952,0.690476,0.690476,0.690476,0.74,0.001,0.01,0,0.015625,0,15.625,183804,181623,24023,74,50,?,?,?,?
german_credit,3,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,69,31,0,69,31,0,0.209184,0.310421,0.55616,73.878628,121.36399,88.129157,304.436915,-216.307757,0.881292,3.044369,-2.163078,18.308363,0.183084,20.774467,0.828571,58,0.633333,19,0.366667,11,0.171429,12,0.753247,0.828571,0.789116,0.212601,0.597619,0.744119,0.69,0.494762,0.505238,0.31,0.670751,0.69,0.676909,0.212601,0.597619,0.630492,0.602105,0.69,0,0.01,0,0.015625,0,15.625,183804,181623,24023,69,50,?,?,?,?
german_credit,3,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,71,29,0,71,29,0,0.275,0.290466,0.53792,69.129288,117.383771,88.129157,284.806148,-196.676991,0.881292,2.848061,-1.96677,22.802605,0.228026,25.874076,0.828571,58,0.566667,17,0.433333,13,0.171429,12,0.773333,0.828571,0.8,0.277174,0.630952,0.760762,0.71,0.448095,0.551905,0.29,0.697333,0.71,0.701818,0.277174,0.630952,0.651133,0.636364,0.71,0.001,0.01,0,0.015625,0,15.625,183804,181623,24023,71,50,?,?,?,?
german_credit,3,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,75,25,0,75,25,0,0.399038,0.250554,0.499447,59.630607,108.988132,88.129157,245.544615,-157.415458,0.881292,2.455446,-1.574155,31.791091,0.317911,36.073295,0.828571,58,0.433333,13,0.566667,17,0.171429,12,0.816901,0.828571,0.822695,0.399154,0.697619,0.796861,0.75,0.354762,0.645238,0.25,0.747693,0.75,0.748768,0.399154,0.697619,0.696458,0.699483,0.75,0,0.011,0,0.015625,0,15.625,183804,181623,24023,75,50,?,?,?,?
german_credit,3,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190117.1637,900,100,69,31,0,69,31,0,0.282407,0.310421,0.55616,73.878628,121.36399,88.129157,304.436915,-216.307757,0.881292,3.044369,-2.163078,18.308363,0.183084,20.774467,0.757143,53,0.466667,14,0.533333,16,0.242857,17,0.791045,0.757143,0.773723,0.283091,0.645238,0.768934,0.69,0.399524,0.600476,0.31,0.699186,0.69,0.693987,0.283091,0.645238,0.657829,0.64083,0.69,0,0.01,0,0,0,0,183804,181623,24023,69,50,?,?,?,?
