@relation InstanceResultListener

@attribute Key_Dataset {german_credit}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes,weka.classifiers.lazy.IBk,weka.classifiers.rules.DecisionTable,weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"','-C 0.25 -M 2'}
@attribute Key_Scheme_version_ID {5995231201785697655,-3080186098777067172,2888557078165701326,-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 85\nSize of the tree: 127\n','Number of leaves: 40\nSize of the tree: 60\n','Number of leaves: 84\nSize of the tree: 125\n','Number of leaves: 81\nSize of the tree: 111\n','Number of leaves: 67\nSize of the tree: 94\n','Number of leaves: 81\nSize of the tree: 118\n','Number of leaves: 114\nSize of the tree: 152\n','Number of leaves: 92\nSize of the tree: 127\n','Number of leaves: 66\nSize of the tree: 96\n','Number of leaves: 121\nSize of the tree: 164\n','Number of leaves: 96\nSize of the tree: 133\n','Number of leaves: 94\nSize of the tree: 130\n','Number of leaves: 109\nSize of the tree: 149\n','Number of leaves: 116\nSize of the tree: 165\n','Number of leaves: 98\nSize of the tree: 134\n','Number of leaves: 79\nSize of the tree: 113\n','Number of leaves: 91\nSize of the tree: 123\n','Number of leaves: 74\nSize of the tree: 103\n','Number of leaves: 82\nSize of the tree: 115\n','Number of leaves: 100\nSize of the tree: 143\n','Number of leaves: 86\nSize of the tree: 119\n','Number of leaves: 77\nSize of the tree: 115\n','Number of leaves: 88\nSize of the tree: 125\n','Number of leaves: 68\nSize of the tree: 100\n','Number of leaves: 93\nSize of the tree: 135\n','Number of leaves: 88\nSize of the tree: 126\n','Number of leaves: 105\nSize of the tree: 141\n','Number of leaves: 96\nSize of the tree: 138\n','Number of leaves: 90\nSize of the tree: 132\n','Number of leaves: 101\nSize of the tree: 139\n','Number of leaves: 78\nSize of the tree: 111\n','Number of leaves: 87\nSize of the tree: 122\n','Number of leaves: 102\nSize of the tree: 146\n','Number of leaves: 76\nSize of the tree: 113\n','Number of leaves: 82\nSize of the tree: 114\n','Number of leaves: 135\nSize of the tree: 185\n','Number of leaves: 120\nSize of the tree: 165\n','Number of leaves: 91\nSize of the tree: 126\n','Number of leaves: 77\nSize of the tree: 106\n','Number of leaves: 105\nSize of the tree: 146\n','Number of leaves: 93\nSize of the tree: 133\n','Number of leaves: 95\nSize of the tree: 129\n','Number of leaves: 95\nSize of the tree: 135\n','Number of leaves: 100\nSize of the tree: 141\n','Number of leaves: 69\nSize of the tree: 100\n','Number of leaves: 80\nSize of the tree: 110\n','Number of leaves: 58\nSize of the tree: 80\n','Number of leaves: 113\nSize of the tree: 157\n','Number of leaves: 89\nSize of the tree: 123\n','Number of leaves: 91\nSize of the tree: 131\n','Number of leaves: 116\nSize of the tree: 160\n','Number of leaves: 95\nSize of the tree: 136\n','Number of leaves: 105\nSize of the tree: 150\n','Number of leaves: 71\nSize of the tree: 105\n','Number of leaves: 88\nSize of the tree: 117\n','Number of leaves: 102\nSize of the tree: 141\n','Number of leaves: 110\nSize of the tree: 154\n','Number of leaves: 79\nSize of the tree: 115\n','Number of leaves: 65\nSize of the tree: 94\n','Number of leaves: 80\nSize of the tree: 112\n','Number of leaves: 99\nSize of the tree: 134\n','Number of leaves: 85\nSize of the tree: 122\n','Number of leaves: 84\nSize of the tree: 121\n','Number of leaves: 92\nSize of the tree: 126\n','Number of leaves: 113\nSize of the tree: 162\n','Number of leaves: 64\nSize of the tree: 90\n','Number of leaves: 77\nSize of the tree: 112\n','Number of leaves: 87\nSize of the tree: 128\n','Number of leaves: 93\nSize of the tree: 131\n','Number of leaves: 83\nSize of the tree: 118\n','Number of leaves: 71\nSize of the tree: 104\n','Number of leaves: 92\nSize of the tree: 133\n','Number of leaves: 105\nSize of the tree: 145\n','Number of leaves: 109\nSize of the tree: 151\n','Number of leaves: 84\nSize of the tree: 113\n','Number of leaves: 79\nSize of the tree: 114\n','Number of leaves: 88\nSize of the tree: 129\n','Number of leaves: 61\nSize of the tree: 88\n','Number of leaves: 73\nSize of the tree: 110\n','Number of leaves: 96\nSize of the tree: 131\n','Number of leaves: 118\nSize of the tree: 172\n','Number of leaves: 97\nSize of the tree: 138\n','Number of leaves: 84\nSize of the tree: 115\n','Number of leaves: 116\nSize of the tree: 158\n','Number of leaves: 82\nSize of the tree: 119\n','Number of leaves: 98\nSize of the tree: 132\n','Number of leaves: 120\nSize of the tree: 166\n','Number of leaves: 88\nSize of the tree: 122\n','Number of leaves: 99\nSize of the tree: 136\n','Number of leaves: 95\nSize of the tree: 130\n','Number of leaves: 94\nSize of the tree: 128\n','Number of leaves: 84\nSize of the tree: 118\n','Number of leaves: 95\nSize of the tree: 134\n','Number of leaves: 75\nSize of the tree: 110\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data
german_credit,1,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,64,36,0,64,36,0,-0.058824,0.407928,0.45993,97.084813,100.36485,88.129157,87.258583,0.870574,0.881292,0.872586,0.008706,-0.621219,-0.006212,-0.704896,0.885714,62,0.933333,28,0.066667,2,0.114286,8,0.688889,0.885714,0.775,-0.072739,0.651429,0.834197,0.64,0.687619,0.312381,0.36,0.542222,0.64,0.5725,-0.072739,0.651429,0.693335,0.4375,0.64,0.086,0,0.078125,0,78.125,0,13042,181623,24023,100,100,?,25,?,?
german_credit,1,4,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,72,28,0,72,28,0,0.263158,0.368101,0.432434,87.606085,94.364684,88.129157,78.800295,9.328863,0.881292,0.788003,0.093289,8.270425,0.082704,9.384437,0.871429,61,0.633333,19,0.366667,11,0.128571,9,0.7625,0.871429,0.813333,0.272772,0.728571,0.868814,0.72,0.481905,0.518095,0.28,0.69875,0.72,0.701333,0.272772,0.728571,0.755694,0.626667,0.72,0.142,0,0.140625,0,140.625,0,19957,181623,24023,100,98.5,?,80,?,?
german_credit,1,5,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,68,32,0,68,32,0,0.08046,0.372367,0.435408,88.621313,95.013736,88.129157,80.942863,7.186294,0.881292,0.809429,0.071863,7.670632,0.076706,8.703853,0.9,63,0.833333,25,0.166667,5,0.1,7,0.715909,0.9,0.797468,0.094013,0.713571,0.83539,0.68,0.613333,0.386667,0.32,0.626136,0.68,0.629656,0.094013,0.713571,0.732088,0.517782,0.68,0.11,0,0.109375,0,109.375,0,16332,181623,24023,99,95.5,?,52,?,?
german_credit,1,6,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,70,30,0,70,30,0,0.210526,0.391275,0.439021,93.121269,95.802182,88.129157,81.968088,6.16107,0.881292,0.819681,0.061611,4.417725,0.044177,5.012785,0.857143,60,0.666667,20,0.333333,10,0.142857,10,0.75,0.857143,0.8,0.218218,0.72381,0.855185,0.7,0.509524,0.490476,0.3,0.675,0.7,0.68,0.218218,0.72381,0.737864,0.6,0.7,0.127,0,0.125,0,125,0,27055,181623,24023,100,100,?,144,?,?
german_credit,1,7,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,74,26,0,74,26,0,0.315789,0.357112,0.423862,84.990692,92.494153,88.129157,76.708179,11.420979,0.881292,0.767082,0.11421,11.337071,0.113371,12.864155,0.885714,62,0.6,18,0.4,12,0.114286,8,0.775,0.885714,0.826667,0.327327,0.741905,0.874748,0.74,0.454286,0.545714,0.26,0.7225,0.74,0.722667,0.327327,0.741905,0.772815,0.653333,0.74,0.112,0,0.109375,0,109.375,0,17680,181623,24023,100,97,?,65,?,?
german_credit,1,8,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,69,31,0,69,31,0,0.192708,0.3659,0.441436,87.082348,96.329286,88.129157,81.995917,6.133241,0.881292,0.819959,0.061332,8.135798,0.081358,9.231675,0.842857,59,0.666667,20,0.333333,10,0.157143,11,0.746835,0.842857,0.791946,0.19823,0.705476,0.842857,0.69,0.51381,0.48619,0.31,0.665642,0.69,0.672009,0.19823,0.705476,0.726477,0.592052,0.69,0.114,0,0.109375,0,109.375,0,19663,181623,24023,100,98.5,?,84,?,?
german_credit,1,9,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,79,21,0,79,21,0,0.475,0.343519,0.392099,81.755622,85.562902,88.129157,69.029266,19.099892,0.881292,0.690293,0.190999,16.862235,0.168622,19.133548,0.885714,62,0.433333,13,0.566667,17,0.114286,8,0.826667,0.885714,0.855172,0.478755,0.834048,0.900171,0.79,0.337619,0.662381,0.21,0.782667,0.79,0.784075,0.478755,0.834048,0.832024,0.736677,0.79,0.171,0,0.140625,0,140.625,0,25012,181623,24023,100,100,?,125,?,?
german_credit,1,10,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,74,26,0,74,26,0,0.216867,0.340209,0.413757,80.967885,90.289176,88.129157,73.583484,14.545674,0.881292,0.735835,0.145457,16.347136,0.163471,18.549066,0.971429,68,0.8,24,0.2,6,0.028571,2,0.73913,0.971429,0.839506,0.28957,0.769286,0.880427,0.74,0.568571,0.431429,0.26,0.742391,0.74,0.682391,0.28957,0.769286,0.784882,0.577648,0.74,0.136,0,0.140625,0,140.625,0,31743,181623,24023,100,97,?,172,?,?
german_credit,2,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,71,29,0,71,29,0,0.09375,0.399331,0.459161,95.038688,100.197156,88.129157,88.487316,-0.358159,0.881292,0.884873,-0.003582,2.083418,0.020834,2.364051,0.971429,68,0.9,27,0.1,3,0.028571,2,0.715789,0.971429,0.824242,0.150188,0.546667,0.729677,0.71,0.638571,0.361429,0.29,0.681053,0.71,0.628398,0.150188,0.546667,0.617208,0.497835,0.71,0.078,0,0.078125,0,78.125,0,11824,181623,24023,100,100,?,10,?,?
german_credit,2,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,76,24,0,76,24,0,0.310345,0.349983,0.420426,83.294176,91.744525,88.129157,77.41067,10.718487,0.881292,0.774107,0.107185,14.14302,0.14143,16.04806,0.957143,67,0.7,21,0.3,9,0.042857,3,0.761364,0.957143,0.848101,0.36262,0.729524,0.835535,0.76,0.502857,0.497143,0.24,0.757955,0.76,0.722242,0.36262,0.729524,0.758191,0.638336,0.76,0.108,0,0.109375,0,109.375,0,17503,181623,24023,98,94,?,63,?,?
german_credit,2,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,72,28,0,72,28,0,0.213483,0.385734,0.435946,91.80265,95.131204,88.129157,81.039608,7.089549,0.881292,0.810396,0.070895,6.84868,0.068487,7.771185,0.914286,64,0.733333,22,0.266667,8,0.085714,6,0.744186,0.914286,0.820513,0.23898,0.678095,0.798948,0.72,0.539048,0.460952,0.28,0.692359,0.72,0.68345,0.23898,0.678095,0.698836,0.592075,0.72,0.077,0,0.078125,0,78.125,0,11859,181623,24023,100,100,?,10,?,?
german_credit,2,4,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,77,23,0,77,23,0,0.346591,0.373894,0.432628,88.984713,94.407169,88.129157,80.538347,7.59081,0.881292,0.805383,0.075908,6.675193,0.066752,7.57433,0.957143,67,0.666667,20,0.333333,10,0.042857,3,0.770115,0.957143,0.853503,0.395812,0.69,0.822623,0.77,0.479524,0.520476,0.23,0.76985,0.77,0.736987,0.395812,0.69,0.744672,0.65931,0.77,0.117,0.001,0.125,0,125,0,20725,181623,24023,100,98,?,87,?,?
german_credit,2,5,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,68,32,0,68,32,0,0.252336,0.384962,0.456682,91.618893,99.656051,88.129157,89.124005,-0.994847,0.881292,0.89124,-0.009948,4.057145,0.040571,4.603635,0.757143,53,0.5,15,0.5,15,0.242857,17,0.779412,0.757143,0.768116,0.252612,0.667619,0.807191,0.68,0.422857,0.577143,0.32,0.686213,0.68,0.682842,0.252612,0.667619,0.695191,0.625993,0.68,0.095,0,0.09375,0,93.75,0,15918,181623,24023,100,98.5,?,53,?,?
german_credit,2,6,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,74,26,0,74,26,0,0.40367,0.346923,0.411589,82.56575,89.816146,88.129157,73.386604,14.742553,0.881292,0.733866,0.147426,14.406942,0.144069,16.347531,0.785714,55,0.366667,11,0.633333,19,0.214286,15,0.833333,0.785714,0.808824,0.405379,0.792857,0.882675,0.74,0.320952,0.679048,0.26,0.75098,0.74,0.744301,0.405379,0.792857,0.795763,0.701287,0.74,0.128,0,0.125,0,125,0,24902,181623,24023,100,100,?,124,?,?
german_credit,2,7,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,76,24,0,76,24,0,0.294118,0.342325,0.407549,81.471526,88.934467,88.129157,72.114104,16.015054,0.881292,0.721141,0.160151,16.202823,0.162028,18.385315,0.971429,68,0.733333,22,0.266667,8,0.028571,2,0.755556,0.971429,0.85,0.363696,0.769524,0.888014,0.76,0.521905,0.478095,0.24,0.768889,0.76,0.715,0.363696,0.769524,0.803639,0.625,0.76,0.116,0,0.125,0,125,0,19871,181623,24023,100,100,?,87,?,?
german_credit,2,8,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,75,25,0,75,25,0,0.348958,0.33484,0.403941,79.690259,88.147156,88.129157,70.654588,17.47457,0.881292,0.706546,0.174746,16.902647,0.169026,19.179404,0.885714,62,0.566667,17,0.433333,13,0.114286,8,0.78481,0.885714,0.832215,0.358957,0.787381,0.889185,0.75,0.430952,0.569048,0.25,0.735081,0.75,0.735492,0.358957,0.787381,0.798051,0.671009,0.75,0.118,0,0.09375,0,93.75,0,20269,181623,24023,100,97,?,90,?,?
german_credit,2,9,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,74,26,0,74,26,0,0.285714,0.375052,0.455406,89.26047,99.377668,88.129157,89.582031,-1.452874,0.881292,0.89582,-0.014529,5.59624,0.055962,6.350044,0.914286,64,0.666667,20,0.333333,10,0.085714,6,0.761905,0.914286,0.831169,0.309524,0.646429,0.785065,0.74,0.492381,0.507619,0.26,0.720833,0.74,0.712253,0.309524,0.646429,0.694894,0.632976,0.74,0.119,0,0.109375,0,109.375,0,22966,181623,24023,99,96,?,107,?,?
german_credit,2,10,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,77,23,0,77,23,0,0.375,0.351996,0.411654,83.77309,89.830144,88.129157,73.496682,14.632475,0.881292,0.734967,0.146325,13.625223,0.136252,15.460517,0.928571,65,0.6,18,0.4,12,0.071429,5,0.783133,0.928571,0.849673,0.400845,0.763095,0.880633,0.77,0.441429,0.558571,0.23,0.759957,0.77,0.747963,0.400845,0.763095,0.801802,0.680156,0.77,0.134,0,0.140625,0,140.625,0,34495,181623,24023,100,100,?,195,?,?
german_credit,3,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,73,27,0,73,27,0,0.25,0.371895,0.44131,88.509113,96.301591,88.129157,83.800099,4.329058,0.881292,0.838001,0.043291,7.144855,0.071449,8.107254,0.914286,64,0.7,21,0.3,9,0.085714,6,0.752941,0.914286,0.825806,0.27501,0.672619,0.8093,0.73,0.515714,0.484286,0.27,0.707059,0.73,0.698065,0.27501,0.672619,0.716089,0.612903,0.73,0.117,0,0.125,0,125,0,20878,181623,24023,100,97,?,88,?,?
german_credit,3,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,73,27,0,73,27,0,0.296875,0.36343,0.43206,86.4945,94.283101,88.129157,79.785824,8.343334,0.881292,0.797858,0.083433,10.602917,0.106029,12.031111,0.871429,61,0.6,18,0.4,12,0.128571,9,0.772152,0.871429,0.818792,0.305381,0.731905,0.852372,0.73,0.458571,0.541429,0.27,0.711935,0.73,0.714331,0.305381,0.731905,0.740479,0.64469,0.73,0.108,0,0.109375,0,109.375,0,17940,181623,24023,100,97,?,67,?,?
german_credit,3,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,68,32,0,68,32,0,0.08046,0.395015,0.460403,94.011457,100.468161,88.129157,88.737705,-0.608548,0.881292,0.887377,-0.006085,1.879011,0.01879,2.132111,0.9,63,0.833333,25,0.166667,5,0.1,7,0.715909,0.9,0.797468,0.094013,0.620952,0.789089,0.68,0.613333,0.386667,0.32,0.626136,0.68,0.629656,0.094013,0.620952,0.664723,0.517782,0.68,0.109,0,0.109375,0,109.375,0,20976,181623,24023,100,100,?,97,?,?
german_credit,3,4,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,73,27,0,73,27,0,0.266304,0.360955,0.404431,85.905378,88.253951,88.129157,71.896523,16.232634,0.881292,0.718965,0.162326,12.749613,0.127496,14.466963,0.9,63,0.666667,20,0.333333,10,0.1,7,0.759036,0.9,0.823529,0.284658,0.80619,0.901587,0.73,0.496667,0.503333,0.27,0.707796,0.73,0.70413,0.284658,0.80619,0.813541,0.624531,0.73,0.119,0,0.125,0,125,0,17488,181623,24023,100,100,?,63,?,?
german_credit,3,5,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,78,22,0,78,22,0,0.408602,0.339629,0.400187,80.829879,87.327819,88.129157,69.397254,18.731903,0.881292,0.693973,0.187319,16.016598,0.160166,18.174006,0.928571,65,0.566667,17,0.433333,13,0.071429,5,0.792683,0.928571,0.855263,0.431679,0.815952,0.919147,0.78,0.418095,0.581905,0.22,0.771545,0.78,0.761184,0.431679,0.815952,0.819773,0.698465,0.78,0.114,0,0.109375,0,109.375,0,20841,181623,24023,100,100,?,88,?,?
german_credit,3,6,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,73,27,0,73,27,0,0.281915,0.353899,0.412174,84.226091,89.943703,88.129157,73.430986,14.698171,0.881292,0.73431,0.146982,13.143122,0.131431,14.913477,0.885714,62,0.633333,19,0.366667,11,0.114286,8,0.765432,0.885714,0.821192,0.294813,0.776429,0.888951,0.73,0.477619,0.522381,0.27,0.709487,0.73,0.709528,0.294813,0.776429,0.802283,0.635086,0.73,0.11,0,0.109375,0,109.375,0,21992,181623,24023,100,100,?,107,?,?
german_credit,3,7,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,73,27,0,73,27,0,0.232955,0.373905,0.446449,88.987299,97.423068,88.129157,85.533515,2.595642,0.881292,0.855335,0.025956,6.666744,0.066667,7.564743,0.928571,65,0.733333,22,0.266667,8,0.071429,5,0.747126,0.928571,0.828025,0.266038,0.659286,0.798415,0.73,0.534762,0.465238,0.27,0.707604,0.73,0.691246,0.266038,0.659286,0.696993,0.600059,0.73,0.12,0,0.125,0,125,0,22696,181623,24023,99,97.5,?,104,?,?
german_credit,3,8,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,69,31,0,69,31,0,0.209184,0.375571,0.449546,89.383806,98.09894,88.129157,87.592348,0.536809,0.881292,0.875923,0.005368,6.817691,0.068177,7.736022,0.828571,58,0.633333,19,0.366667,11,0.171429,12,0.753247,0.828571,0.789116,0.212601,0.660714,0.786037,0.69,0.494762,0.505238,0.31,0.670751,0.69,0.676909,0.212601,0.660714,0.683922,0.602105,0.69,0.102,0,0.09375,0,93.75,0,16068,181623,24023,99,97,?,54,?,?
german_credit,3,9,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,76,24,0,76,24,0,0.294118,0.342043,0.403821,81.404329,88.120914,88.129157,71.458416,16.670741,0.881292,0.714584,0.166707,16.211384,0.162114,18.395029,0.971429,68,0.733333,22,0.266667,8,0.028571,2,0.755556,0.971429,0.85,0.363696,0.803095,0.892547,0.76,0.521905,0.478095,0.24,0.768889,0.76,0.715,0.363696,0.803095,0.821629,0.625,0.76,0.101,0,0.09375,0,93.75,0,17141,181623,24023,100,100,?,66,?,?
german_credit,3,10,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,71,29,0,71,29,0,0.194444,0.341665,0.417459,81.314389,91.097069,88.129157,73.769295,14.359863,0.881292,0.737693,0.143599,14.849135,0.148491,16.849288,0.9,63,0.733333,22,0.266667,8,0.1,7,0.741176,0.9,0.812903,0.213896,0.775476,0.895197,0.71,0.543333,0.456667,0.29,0.678824,0.71,0.675699,0.213896,0.775476,0.784994,0.584229,0.71,0.105,0,0.09375,0,93.75,0,18057,181623,24023,100,94,?,69,?,?
german_credit,4,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,71,29,0,71,29,0,0.194444,0.383842,0.451577,91.3523,98.542137,88.129157,85.325651,2.803507,0.881292,0.853257,0.028035,3.189844,0.031898,3.61951,0.9,63,0.733333,22,0.266667,8,0.1,7,0.741176,0.9,0.812903,0.213896,0.646905,0.817441,0.71,0.543333,0.456667,0.29,0.678824,0.71,0.675699,0.213896,0.646905,0.713316,0.584229,0.71,0.115,0,0.125,0,125,0,20729,181623,24023,100,100,?,87,?,?
german_credit,4,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,68,32,0,68,32,0,0.058824,0.410967,0.456853,97.808065,99.693528,88.129157,87.26765,0.861507,0.881292,0.872677,0.008615,-0.2853,-0.002853,-0.32373,0.914286,64,0.866667,26,0.133333,4,0.085714,6,0.711111,0.914286,0.8,0.072739,0.637143,0.796863,0.68,0.632381,0.367619,0.32,0.617778,0.68,0.62,0.072739,0.637143,0.687761,0.5,0.68,0.101,0,0.09375,0,93.75,0,18596,181623,24023,100,100,?,82,?,?
german_credit,4,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,71,29,0,71,29,0,0.09375,0.395946,0.449353,94.232992,98.056885,88.129157,84.974805,3.154352,0.881292,0.849748,0.031544,2.728865,0.027289,3.096439,0.971429,68,0.9,27,0.1,3,0.028571,2,0.715789,0.971429,0.824242,0.150188,0.619762,0.802611,0.71,0.638571,0.361429,0.29,0.681053,0.71,0.628398,0.150188,0.619762,0.680972,0.497835,0.71,0.082,0,0.09375,0,93.75,0,13106,181623,24023,100,100,?,25,?,?
german_credit,4,4,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20190117.1637,900,100,70,30,0,70,30,0,0.257426,0.362295,0.438548,86.224336,95.698897,88.129157,81.946571,6.182586,0.881292,0.819466,0.061826,10.528629,0.105286,11.946817,0.814286,57,0.566667,17,0.433333,13,0.185714,13,0.77027,0.814286,0.791667,0.258697,0.73119,0.843363,0.7,0.452381,0.547619,0.3,0.689189,0.7,0.693452,0.258697,0.73119,0.731286,0.627976,0.7,0.095,0,0.09375,0,93.75,0,14730,181623,24023,100,100,?,40,?,?
